princeton,city_name,state_code,distance_learning,tuition,website,gpa,SAT,ACT
Eastern New Mexico University-Roswell Campus,Roswell,NM,0,0,http://www.roswell.enmu.edu,3.21,1216,27
Eastern New Mexico University-Ruidoso,Ruidoso,NM,0,0,http://www.ruidoso.enmu.edu/,3.21,1337,30
Eastern Oklahoma State College,Wilburton,OK,0,0,http://www.eosc.edu,3.34,1314,29
Eastern Oregon University,La Grande,OR,0,0,http://www.eou.edu,3.3,1135,25
Eastern Shore Community College,Melfa,VA,0,0,http://www.es.vccs.edu,3.18,1328,30
Eastern University,Saint Davids,PA,1,22722,http://www.eastern.edu,3.48,1355,30
Eastern Virginia Medical School,Norfolk,VA,0,0,http://www.evms.edu,3.69,1447,32
Eastern Washington University,Cheney,WA,0,0,http://www.ewu.edu,3.27,1285,29
Eastern West Virginia Community and Technical College,Moorefield,WV,0,0,http://www.eastern.wvnet.edu,3.68,1124,25
Eastern Wyoming College,Torrington,WY,0,0,http://ewc.wy.edu,3.17,1131,25
Eastfield College,Mesquite,TX,0,0,http://www.dcccd.edu,3.61,1134,25
Ecclesia College,Springdale,AR,1,17342,http://www.ecollege.edu/,3.32,1264,28
Eckerd College,Saint Petersburg,FL,0,28931,http://www.eckerd.edu,3.58,1161,26
ECPI College of Technology,Virginia Beach,VA,0,0,http://www.ecpi.edu,3.63,1422,32
ECPI Technical College,Roanoke,VA,0,0,http://www.ecpitech.edu,3.23,1410,32
ECPI Technical College,Richmond,VA,0,0,http://www.ecpitech.edu,3.6,1314,29
Ecumenical Theological Seminary,Detroit,MI,0,0,http://www.etseminary.org,3.4,1417,32
Eden Theological Seminary,Webster Grove,MO,1,0,http://www.eden.edu,3.25,1335,30
Edgecombe Community College,Tarboro,NC,0,0,http://www.edgecombe.edu,3.17,1312,29
Edgewood College,Madison,WI,1,20174,http://www.edgewood.edu,3.69,1303,29
EDIC College,Caguas,PR,0,0,http://www.ediccollege.com,3.21,1409,32
Edinboro University of Pennsylvania,Edinboro,PA,0,0,http://webs.edinboro.edu/welcome/,3.18,1271,28
Edison State College,Fort Myers,FL,0,0,http://www.edison.edu,3.29,1153,26
Edison State Community College,Piqua,OH,0,0,http://www.edisonohio.edu,3.21,1140,25
Edmonds Community College,Lynnwood,WA,0,0,http://www.edcc.edu,3.67,1123,25
EDP College of Puerto Rico Inc,San Juan,PR,0,0,http://www.edpcollege.edu,3.25,1140,25
EDP College of Puerto Rico Inc-San Sebastian,San Sebastian,PR,0,0,http://www.edpcollege.edu,3.19,1217,27
Edward Via Virginia College of Osteopathic Medicine,Blacksburg,VA,0,0,http://www.vcom.vt.edu,3.25,1154,26
Edward Waters College,Jacksonville,FL,1,12987,http://www.ewc.edu,3.52,1309,29
El Camino College-Compton Center,Compton,CA,0,0,http://www.compton.edu,3.6,1300,29
El Camino Community College District,Torrance,CA,0,0,http://www.elcamino.edu,3.41,1443,32
El Centro College,Dallas,TX,0,0,http://www.dcccd.edu,3.48,1397,31
El Paso Community College,El Paso,TX,0,0,http://www.epcc.edu,3.65,1377,31
Elgin Community College,Elgin,IL,0,0,http://www.elgin.edu,3.21,1380,31
Elizabeth City State University,Elizabeth City,NC,0,0,http://www.ecsu.edu,3.21,1248,28
Elizabethtown College,Elizabethtown,PA,1,25065,http://www.etown.edu,3.1,1288,29
Elizabethtown Community and Technical College,Elizabethtown,KY,0,0,http://www.elizabethtown.kctcs.edu,3.65,1403,31
Ellis Hospital School of Nursing,Schenectady,NY,0,0,http://www.ehson.org,3.1,1275,28
Ellsworth Community College,Iowa Falls,IA,0,0,http://www.ellsworthcollege.com,3.56,1158,26
Elmhurst College,Elmhurst,IL,1,21344,http://public.elmhurst.edu,3.43,1335,30
Elmira Business Institute,Elmira,NY,0,0,http://www.ebi-college.com,3.27,1252,28
Elmira College,Elmira,NY,0,0,http://www.elmira.edu,3.16,1105,25
Embry Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,0,0,http://www.erau.edu,3.43,1424,32
Embry Riddle Aeronautical University-Prescott,Prescott,AZ,0,0,http://www.erau.edu,3.54,1274,28
Embry Riddle Aeronautical University-Worldwide,Daytona Beach,FL,0,0,http://www.erau.edu,3.54,1132,25
Emerson College,Boston,MA,0,0,http://www.emerson.edu,3.41,1387,31
Emmanuel Christian Seminary,Johnson City,TN,1,0,http://www.ecs.edu,3.56,1248,28
Emmanuel College,Franklin Springs,GA,1,11573,http://www.ec.edu,3.41,1220,27
Emmanuel College,Boston,MA,1,27567,http://www.emmanuel.edu,3.24,1120,25
Emmaus Bible College,Dubuque,IA,0,13585,http://www.emmaus.edu,3.68,1248,28
Emory & Henry College,Emory,VA,0,18613,http://www.ehc.edu,3.03,1341,30
Emory University,Atlanta,GA,1,25094,http://www.emory.edu,3.33,1370,31
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,0,0,http://www.emperors.edu,3.61,1365,31
Empire College School of Business,Santa Rosa,CA,0,0,http://www.empcol.edu,3.46,1122,25
Emporia State University,Emporia,KS,0,0,http://www.emporia.edu,3.5,1386,31
Endicott College,Beverly,MA,0,0,http://www.endicott.edu,3.1,1252,28
Enterprise-Ozark Community College,Enterprise,AL,0,0,http://www.eocc.edu,3.2,1313,29
Epic Bible College,Sacramento,CA,0,19347,http://epic.edu,3.22,1118,25
Episcopal Divinity School,Cambridge,MA,1,0,http://www.eds.edu,3.02,1199,27
Episcopal Theological Seminary of the Southwest,Austin,TX,0,0,http://www.ssw.edu,3.09,1346,30
Erie Business Center,Erie,PA,0,0,http://www.eriebc.com,3.36,1409,32
Erie Business Center-South,New Castle,PA,0,0,http://www.eriebc.edu,3.6,1341,30
Erie Community College,Buffalo,NY,0,0,http://www.ecc.edu,3.62,1166,26
Erie Institute of Technology Inc,Erie,PA,0,0,http://www.erieit.edu,3.14,1432,32
Erikson Institute,Chicago,IL,0,0,http://www.erikson.edu,3.16,1193,27
Erskine College and Seminary,Due West,SC,1,15859,http://www.erskine.edu,3.23,1439,32
Escuela de Artes Plasticas de Puerto Rico,San Juan,PR,0,0,http://www.eap.edu,3.5,1319,29
Essex County College,Newark,NJ,0,0,http://www.essex.edu,3.34,1373,31
Estrella Mountain Community College,Avondale,AZ,0,0,http://www.emc.maricopa.edu,3.51,1212,27
ETI Technical College,Niles,OH,0,0,http://eticollege.edu,3.37,1327,30
Eureka College,Eureka,IL,0,16221,http://www.eureka.edu,3.69,1413,32
Evangel University,Springfield,MO,1,22749,http://www.evangel.edu,3.4,1422,32
Evangelical Theological Seminary,Myerstown,PA,1,0,http://www.evangelical.edu,3.19,1236,28
Evanston Northwestern Healthcare School of Anesthesia,Evanston,IL,0,0,http://enh.org/academics/anesthesia,3.44,1251,28
Everest College-Arlington,Arlington,VA,0,0,http://www.everest-college.com,3.48,1127,25
Everest College-Arlington,Arlington,TX,0,0,,3.52,1161,26
Everest College-Aurora,Aurora,CO,0,0,http://www.cci.edu,3.2,1165,26
Everest College-City of Industry,City of Industry,CA,0,0,http://www.everest.edu,3.26,1137,25
Everest College-Colorado Springs,Colorado Springs,CO,0,0,http://www.everest.edu/campus/colorado_springs,3.01,1323,30
Everest College-Dallas,Dallas,TX,0,0,http://everest-college.com,3.57,1162,26
Everest College-Fort Worth,Fort Worth,TX,0,0,http://www.everest.edu/campus/ft_worth,3.37,1424,32
Everest College-McLean,McLean,VA,0,0,http://www.cci.edu,3.49,1110,25
Everest College-Mesa,Mesa,AZ,0,0,http://www.everest-college.com,3.65,1338,30
Everest College-Ontario Metro,Ontario,CA,0,0,http://everest-college.com,3.56,1208,27
Everest College-Portland,Portland,OR,0,0,http://www.cci.edu,3.51,1349,30
Everest College-San Bernardino,San Bernardino,CA,0,0,http://everest.edu/campus/san_bernardino,3.67,1250,28
Everest College-Springfield Campus,Springfield,MO,0,0,http://www.springfield-college.com,3.5,1103,25
Everest College-Thornton,Thornton,CO,0,0,http://www.cci.edu,3.35,1261,28
Everest College-Vancouver,Vancouver,WA,0,0,http://www.cci.edu/,3.56,1248,28
Everest College-West Los Angeles,Los Angeles,CA,0,0,http://www.bryman-college.com,3.47,1163,26
Everest College-West Valley City,West Valley City,UT,0,0,http://www.everest.edu/campus/salt_lake_city,3.28,1297,29
Everest Institute-Cross Lanes,Cross Lanes,WV,0,0,http://www.cci.edu,3.42,1437,32
Everest Institute-Dekalb,Atlanta,GA,0,0,http://www.cci.edu,3.45,1289,29
Everest Institute-Hialeah,Hialeah,FL,0,0,http://nst.cc,3.46,1260,28
Everest Institute-Kendall,Miami,FL,0,0,http://www.nst.cc,3.22,1246,28
Everest Institute-North Miami,Miami,FL,0,0,http://www.nst.cc,3.42,1224,27
Everest Institute-Pittsburgh,Pittsburgh,PA,0,0,http://www.duffs-institute.com,3.18,1401,31
Everest Institute-Rochester,Rochester,NY,0,0,http://www.cci.edu,3.21,1313,29
Everest University-Brandon,Tampa,FL,0,0,http://www.everest.edu,3.55,1254,28
Everest University-Jacksonville,Jacksonville,FL,0,0,http://www.fmu.edu,3.02,1280,29
Everest University-Lakeland,Lakeland,FL,0,0,http://www.cci.edu,3.05,1344,30
Everest University-Largo,Clearwater,FL,0,0,http://www.fmu.edu,3.02,1410,32
Everest University-Melbourne,Melbourne,FL,0,0,http://www.everest.edu,3.62,1218,27
Everest University-North Orlando,Orlando,FL,0,0,http://www.cci.edu,3.59,1152,26
Everest University-Orange Park,Orange Park,FL,0,0,http://www.fmu.edu,3.08,1154,26
Everest University-Pompano Beach,Pompano Beach,FL,0,0,http://www.fmu.edu,3.54,1343,30
Everest University-South Orlando,Orlando,FL,0,0,http://www.fmu.edu,3.15,1120,25
Everest University-Tampa,Tampa,FL,0,0,http://www.cci.edu,3.45,1305,29
Everett Community College,Everett,WA,0,0,http://www.everettcc.edu,3.43,1432,32
Evergreen Valley College,San Jose,CA,0,0,http://www.evc.edu,3.18,1246,28
Ex-Pression College for Digital Arts,Emeryville,CA,0,0,http://www.expression.edu,3.35,1315,29
Excelsior College,Albany,NY,0,0,http://www.excelsior.edu,3.01,1149,26
Facultad de Derecho Eugenio Maria de Hostos,Mayaguez,PR,0,0,http://www.hostos.edu,3,1278,29
Fairfield University,Fairfield,CT,0,27930,http://fairfield.edu/,3.48,1232,28
Fairleigh Dickinson University-College at Florham,Madison,NJ,0,0,http://www.fdu.edu,3.63,1398,31
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,0,0,http://www.fdu.edu,3.12,1106,25
Fairmont State University,Fairmont,WV,0,0,http://www.fscwv.edu,3.3,1204,27
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,0,15049,http://www.faith.edu,3.16,1348,30
Faith Evangelical College & Seminary,Tacoma,WA,1,18445,http://www.faithseminary.edu,3.07,1120,25
Family of Faith College,Shawnee,OK,1,0,http://www.familyoffaithcollege.edu,3.4,1265,28
Farmingdale State College,Farmingdale,NY,0,0,http://www.farmingdale.edu,3.31,1211,27
Fashion Careers College,San Diego,CA,0,0,http://www.fashioncollege.com,3.42,1263,28
Fashion Institute of Technology,New York,NY,0,0,http://www.fitnyc.edu,3.09,1426,32
Faulkner University,Montgomery,AL,1,20519,http://www.faulkner.edu,3.27,1360,30
Fayetteville State University,Fayetteville,NC,0,0,http://www.uncfsu.edu,3.37,1244,28
Fayetteville Technical Community College,Fayetteville,NC,0,0,http://www.faytechcc.edu,3.38,1182,26
Feather River Community College District,Quincy,CA,0,0,http://www.frc.edu,3.6,1292,29
Felician College,Lodi,NJ,1,18237,http://www.felician.edu,3.07,1107,25
Ferris State University,Big Rapids,MI,0,0,http://www.ferris.edu/,3.6,1356,30
Ferrum College,Ferrum,VA,1,17782,http://www.ferrum.edu,3.35,1115,25
Fielding Graduate University,Santa Barbara,CA,0,0,http://www.fielding.edu,3.67,1126,25
FINE Mortuary College LLC,Norwood,MA,0,0,http://www.fine-ne.com,3.62,1290,29
Finger Lakes Community College,Canandaigua,NY,0,0,http://www.flcc.edu,3.62,1190,27
Finlandia University,Hancock,MI,1,19553,http://www.finlandia.edu,3.23,1438,32
Fisher College,Boston,MA,0,0,http://www.fisher.edu,3.03,1183,26
Fisk University,Nashville,TN,0,0,http://www.fisk.edu,3.38,1439,32
Fitchburg State College,Fitchburg,MA,0,0,http://www.fsc.edu,3.54,1184,26
Five Branches University,Santa Cruz,CA,0,0,http://www.fivebranches.edu,3.28,1101,25
Five Towns College,Dix Hills,NY,0,0,http://www.ftc.edu,3.4,1321,30
Flagler College,Saint Augustine,FL,0,0,http://www.flagler.edu,3.63,1292,29
Flagler College-Tallahassee,Tallahassee,FL,0,0,http://www.flagler.edu,3.22,1367,31
Flathead Valley Community College,Kalispell,MT,0,0,http://www.fvcc.edu,3.62,1222,27
Flint Hills Technical College,Emporia,KS,0,0,http://www.fhtc.edu,3.14,1337,30
Flint River Technical College,Thomaston,GA,0,0,http://www.flintrivertech.edu,3.01,1104,25
Florence-Darlington Technical College,Florence,SC,0,0,http://www.fdtc.edu,3.19,1396,31
Florida Agricultural and Mechanical University,Tallahassee,FL,0,0,http://www.famu.edu,3.04,1369,31
Florida Atlantic University,Boca Raton,FL,0,0,http://www.fau.edu/,3.15,1310,29
Florida Career College,Clearwater,FL,0,0,http://www.careercollege.edu,3.1,1360,30
Florida Career College,Miami,FL,0,0,http://www.careercollege.edu,3,1208,27
Florida Christian College,Kissimmee,FL,1,18865,http://www.fcc.edu,3.17,1133,25
Florida Coastal School of Law,Jacksonville,FL,0,0,http://www.fcsl.edu,3.62,1430,32
Florida College,Temple Terrace,FL,0,0,http://www.floridacollege.edu,3.62,1302,29
Florida College of Integrative Medicine,Orlando,FL,0,0,http://www.fcim.edu,3.65,1146,26
Florida College of Natural Health,Miami,FL,0,0,http://www.fcnh.com,3.06,1183,26
Florida College of Natural Health,Maitland,FL,0,0,http://www.fcnh.com,3.08,1409,32
Florida College of Natural Health,Bradenton,FL,0,0,http://www.fcnh.com,3.25,1156,26
Florida College of Natural Health,Pompano Beach,FL,0,0,http://www.fcnh.com,3.27,1370,31
Florida Community College at Jacksonville,Jacksonville,FL,0,0,http://www.fccj.edu,3.26,1419,32
Florida Gulf Coast University,Fort Myers,FL,0,0,http://www.fgcu.edu,3.06,1136,25
Florida Hospital College of Health Sciences,Orlando,FL,1,16070,http://www.fhchs.edu,3.22,1267,28
Florida Institute of Technology,Melbourne,FL,0,0,http://www.fit.edu,3.32,1296,29
Florida International University,Miami,FL,0,0,http://www.fiu.edu,3.24,1263,28
Florida Keys Community College,Key West,FL,0,0,http://www.fkcc.edu,3.48,1260,28
Florida Memorial University,Miami Gardens,FL,1,12075,http://www.fmuniv.edu,3.64,1229,27
Florida National College,Hialeah,FL,0,0,http://www.fnc.edu,3.36,1253,28
Florida Southern College,Lakeland,FL,0,18325,http://www.flsouthern.edu,3.37,1235,28
Florida State University,Tallahassee,FL,0,0,http://www.fsu.edu,3.35,1328,30
Florida Technical College,Orlando,FL,0,0,,3.26,1323,30
Florida Technical College of Jacksonville Inc,Jacksonville,FL,0,0,http://www.flatech.edu,3.21,1236,28
Folsom Lake College,Folsom,CA,0,0,http://www.flc.losrios.edu/,3.09,1426,32
Fond du Lac Tribal and Community College,Cloquet,MN,0,0,http://www.fdltcc.edu,3.07,1429,32
Fontbonne University,Saint Louis,MO,1,17614,http://www.fontbonne.edu,3.58,1244,28
Foothill College,Los Altos Hills,CA,0,0,http://www.foothill.edu,3.16,1304,29
Foothill-De Anza Community College District,Los Altos Hills,CA,0,0,http://www.fhda.edu,3.03,1180,26
Fordham University,Bronx,NY,1,33679,http://www.fordham.edu,3.67,1250,28
Forest Institute of Professional Psychology,Springfield,MO,0,0,http://www.forest.edu,3.42,1252,28
Forrest Junior College,Anderson,SC,0,0,http://www.forrestcollege.edu,3.37,1299,29
Forsyth Technical Community College,Winston Salem,NC,0,0,http://www.forsythtech.edu,3.54,1440,32
Fort Belknap College,Harlem,MT,0,0,http://www.fbcc.edu,3.06,1291,29
Fort Berthold Community College,New Town,ND,0,0,http://www.fbcc.bia.edu,3.02,1253,28
Fort Hays State University,Hays,KS,0,0,http://www.fhsu.edu,3.64,1204,27
Fort Lewis College,Durango,CO,0,0,http://www.fortlewis.edu,3.4,1443,32
Fort Peck Community College,Poplar,MT,0,0,http://www.fpcc.edu,3.51,1111,25
Fort Scott Community College,Fort Scott,KS,0,0,http://www.fortscott.edu,3.28,1111,25
Fort Valley State University,Fort Valley,GA,0,0,http://www.fvsu.edu,3.53,1448,32
Fountainhead College of Technology,Knoxville,TN,0,0,http://www.fountainheadcollege.edu,3.3,1368,31
Fox College Inc,Oak Lawn,IL,0,0,http://www.foxcollege.edu,3.18,1183,26
Fox Valley Technical College,Appleton,WI,0,0,http://www.fvtc.edu,3.4,1110,25
Framingham State College,Framingham,MA,0,0,http://www.framingham.edu,3.19,1291,29
Francis Marion University,Florence,SC,0,0,http://www.fmarion.edu,3.26,1129,25
Franciscan School of Theology,Berkeley,CA,0,0,http://www.fst.edu,3.47,1133,25
Franciscan University of Steubenville,Steubenville,OH,1,23111,http://www.franciscan.edu,3.63,1271,28
Frank Phillips College,Borger,TX,0,0,http://www.fpctx.edu,3.18,1332,30
Franklin and Marshall College,Lancaster,PA,0,0,http://www.fandm.edu,3.23,1402,31
Franklin College,Franklin,IN,0,19266,http://www.franklincollege.edu,3.34,1192,27
Franklin Pierce Law Center,Concord,NH,0,0,http://www.piercelaw.edu,3.17,1369,31
Franklin Pierce University,Rindge,NH,0,0,http://www.franklinpierce.edu,3.57,1429,32
Franklin University,Columbus,OH,0,0,http://www.franklin.edu,3.34,1196,27
Franklin W. Olin College of Engineering,Needham,MA,0,0,http://www.olin.edu,3.16,1135,25
Frederick Community College,Frederick,MD,0,0,http://www.frederick.edu,3.64,1344,30
Free Will Baptist Bible College,Nashville,TN,1,15304,http://www.fwbbc.edu,3.14,1352,30
Freed-Hardeman University,Henderson,TN,1,16821,http://www.fhu.edu,3.59,1433,32
Fremont College,Cerritos,CA,0,0,http://www.fremont.edu,3.18,1265,28
Fresno City College,Fresno,CA,0,0,http://www.fresnocitycollege.edu,3.53,1191,27
Fresno Pacific University,Fresno,CA,1,15109,http://www.fresno.edu,3.48,1356,30
Friends University,Wichita,KS,0,0,http://www.friends.edu,3.41,1142,25
Front Range Community College,Westminster,CO,0,0,http://www.frontrange.edu,3.65,1141,25
Frontier School of Midwifery and Family Nursing,Hyden,KY,0,0,http://www.midwives.org,3.23,1333,30
Frostburg State University,Frostburg,MD,0,0,http://www.frostburg.edu,3.52,1117,25
Full Sail University,Winter Park,FL,0,0,http://www.fullsail.com,3.48,1178,26
Fuller Theological Seminary in California,Pasadena,CA,1,0,http://www.fuller.edu,3.58,1189,27
Fullerton College,Fullerton,CA,0,0,http://www.fullcoll.edu,3.34,1104,25
Fulton-Montgomery Community College,Johnstown,NY,0,0,http://fmcc.suny.edu,3.15,1240,28
Furman University,Greenville,SC,0,0,http://www.furman.edu,3.66,1413,32
Gadsden State Community College,Gadsden,AL,0,0,http://www.gadsdenstate.edu,3.43,1309,29
Gainesville State College,Oakwood,GA,0,0,http://www.gsc.edu,3.66,1171,26
Galen College of Nursing-Louisville,Louisville,KY,0,0,http://www.galencollege.edu,3.33,1345,30
Galen School of Nursing-Tampa Bay,Saint Petersburg,FL,0,0,http://www.galened.com,3.57,1392,31
Gallaudet University,Washington,DC,0,0,http://www.gallaudet.edu,3.39,1207,27
Gallipolis Career College,Gallipolis,OH,0,0,http://www.gallipoliscareercollege.com,3.34,1317,29
Galveston College,Galveston,TX,0,0,http://www.gc.edu,3.24,1254,28
Gannon University,Erie,PA,1,18875,http://www.gannon.edu,3.01,1139,25
Garden City Community College,Garden City,KS,0,0,http://www.gcccks.edu,3.7,1184,26
Gardner-Webb University,Boiling Springs,NC,1,18865,http://www.gardner-webb.edu,3.4,1339,30
Garrett College,McHenry,MD,0,0,http://www.garrettcollege.edu,3.3,1434,32
